用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7779244,0,5,1,464,0,2,46,9,0
7779243,1,8,2,1230,0,2,298,68,0
7779228,0,4,2,126,0,2,6,2,700
7779219,0,1,0,3,0,2,1,,800
7779213,1,3,1,49,0,2,2,1,1356
7779207,0,5,1,450,0,2,48,15,0
7779202,1,1,0,3,0,2,2,,770
7779200,0,6,2,522,10,4,56,11,27
7779198,0,3,2,83,0,2,12,2,1206
7779195,0,0,0,0,0,2,,,800
7779189,0,0,0,0,0,1,,,0
7779185,0,4,1,210,1,2,31,19,170
7779177,0,2,0,8,0,2,2,,970
7779171,0,0,3,0,0,2,,,800
7779167,0,4,5,128,0,2,16,4,0
7779165,0,9,1,1726,121,10,186,42,3207
7779164,0,4,0,209,0,2,36,14,1000
7779159,0,6,2,695,0,2,154,74,150
7779158,0,2,0,17,5,3,5,,780
7779156,0,0,0,0,0,2,,,800
7779151,0,2,0,24,0,2,5,2,1330
7779149,1,0,1,0,0,1,,,0
7779148,0,2,1,10,0,2,,,800
7779144,0,0,1,0,0,2,,,800
7779143,0,3,1,103,0,2,15,4,523
7779138,0,0,0,0,0,2,,,800
7779136,0,0,3,0,0,2,,,800
7779135,0,5,1,426,1,2,69,15,0
7779134,0,0,0,0,0,1,,,0
7779132,1,7,1,1027,41,6,202,61,53
7779131,0,5,1,415,0,2,71,33,6570
7779130,0,3,0,58,0,2,10,3,1020
7779128,0,4,18,154,0,2,19,8,15
7779125,0,0,0,0,0,2,,,800
7779112,0,0,1,0,0,1,,,0
7779111,0,3,1,95,0,2,10,4,880
7779107,0,3,0,53,0,2,5,1,730
7779106,0,2,0,30,0,2,6,1,0
7779103,0,3,1,115,0,2,11,4,100
7779102,0,4,1,194,130,11,27,10,15835
7779101,0,6,1,561,1,2,65,19,150
7779098,0,0,1,0,0,2,,,800
7779096,0,6,1,608,0,2,117,58,19810
7779091,0,0,1,0,0,1,,,0
7779090,0,0,0,0,0,1,,,0
7779088,0,4,1,250,6,3,38,17,50
7779086,0,0,1,0,0,1,,,0
7779080,0,4,0,151,0,2,27,5,0
7779079,1,4,3,259,0,2,38,10,470
7779078,1,3,1,64,0,2,4,2,0
7779069,0,2,1,16,0,2,3,,1210
7779066,0,4,2,200,0,2,32,11,50
7779061,0,2,0,25,0,2,6,,880
7779059,0,5,0,392,10,4,81,39,50
7779058,0,4,1,179,0,2,28,10,580
7779055,0,0,0,0,0,1,,,0
7779054,0,0,0,0,5,1,,,0
7779053,0,0,0,0,0,1,,,0
7779051,0,0,0,0,0,2,,,800
7779047,0,0,3,0,0,1,,,0
7779046,0,2,0,8,0,2,2,,970
7779044,0,2,0,42,0,2,3,2,50
7779032,0,2,2,10,0,2,1,,780
7779031,0,3,1,68,0,2,2,1,200
7779028,0,0,4,0,0,1,,,0
7779027,0,0,0,0,0,2,,,800
7779025,0,0,0,0,0,2,,,800
7779017,0,0,2,0,0,1,,,0
7779016,1,7,1,1136,20,5,203,62,4000
7779009,0,2,2,13,0,2,2,1,800
7779008,0,0,0,0,0,1,,,0
7779005,1,2,2,32,0,2,3,1,990
7779003,0,2,1,21,0,2,5,3,810
7779002,0,0,2,0,0,1,,,0
7778999,0,4,0,191,0,2,30,9,0
7778998,0,3,1,49,0,2,7,2,1090
7778996,0,0,2,0,0,1,,,0
7778984,0,0,3,0,0,1,,,0
7778982,0,2,1,28,0,2,6,,1040
7778977,0,0,1,0,0,1,,,0
7778974,0,0,0,0,0,1,,,0
7778970,0,2,1,34,0,2,4,1,2070
7778968,0,0,4,0,0,1,,,0
7778967,0,0,0,0,0,1,,,0
7778965,1,0,4,0,0,1,,,0
7778956,0,0,1,0,0,1,,,0
7778955,0,0,0,0,0,1,,,0
7778954,0,0,0,0,0,1,,,0
7778952,0,0,2,0,0,1,,,0
7778951,0,0,2,0,0,1,,,0
7778950,0,0,1,0,0,1,,,0
7778944,0,2,0,13,5,3,2,,635
7778943,0,3,0,79,0,2,10,1,690
7778939,0,0,2,0,0,1,,,0
7778938,0,0,4,0,0,1,,,0
7778934,0,0,3,0,0,1,,,0
7778933,0,0,1,0,0,1,,,0
7778932,0,0,0,0,0,1,,,0
7778929,0,0,2,0,0,1,,,0
7778927,0,0,4,0,0,1,,,0
7778926,0,0,1,0,0,1,,,0
7778924,0,0,0,0,0,1,,,0
7778925,0,0,5,0,0,1,,,0
7778923,0,0,1,0,0,1,,,0
7778922,0,0,5,0,0,1,,,0
7778921,0,7,0,915,80,9,150,47,0
7778920,0,0,0,0,0,1,,,0
7778919,0,0,3,0,0,2,,,800
7778918,0,0,0,0,0,1,,,0
7778916,0,0,0,0,0,1,,,0
7778917,0,0,0,0,0,1,,,0
7778915,0,0,0,0,0,1,,,0
7778914,0,0,1,0,0,1,,,0
7778913,1,0,3,0,0,1,,,0
7778912,0,0,1,0,0,1,,,0
7778911,0,0,0,0,0,1,,,0
7778910,0,0,1,0,0,1,,,0
7778909,0,0,1,0,0,1,,,0
7778908,0,0,0,0,0,1,,,0
7778907,0,0,1,0,0,1,,,0
7778906,0,0,2,0,0,1,,,0
7778905,0,0,0,0,0,1,,,0
7778904,0,0,0,0,0,1,,,0
7778903,0,0,0,0,0,1,,,0
7778902,0,0,2,0,0,1,,,0
7778900,0,9,0,1824,100,10,348,103,2400
7778898,0,0,1,0,0,1,,,0
7778899,1,0,1,0,0,1,,,0
7778897,0,0,2,0,0,1,,,0
7778895,0,0,1,0,0,1,,,0
7778896,0,0,0,0,0,1,,,0
7778894,0,0,0,0,0,1,,,0
7778893,0,0,0,0,0,1,,,0
7778892,0,0,1,0,0,1,,,0
7778889,0,0,2,0,0,1,,,0
7778890,0,0,0,0,0,1,,,0
7778888,0,0,3,0,0,1,,,0
7778887,0,0,0,0,0,1,,,0
7778886,0,0,4,0,0,1,,,0
7778885,0,0,3,0,0,1,,,0
7778884,0,0,3,0,0,1,,,0
7778883,0,0,1,0,0,1,,,0
7778882,0,0,0,0,0,1,,,0
7778881,0,0,2,0,0,1,,,0
7778880,0,0,0,0,0,1,,,0
7778879,0,0,1,0,0,1,,,0
7778877,0,0,1,0,0,2,,,800
7778876,0,0,2,0,0,1,,,0
7778875,1,0,0,0,0,1,,,0
7778874,0,0,1,0,0,2,,,800
7778873,0,0,3,0,0,1,,,0
7778872,0,10,0,2463,257,7,451,75,0
7778871,0,2,3,10,5,3,,,1800
7778870,0,0,1,0,0,1,,,0
7778869,0,0,0,0,0,1,,,0
7778867,0,0,1,0,0,1,,,0
7778868,0,0,1,0,0,1,,,0
7778866,0,0,0,0,0,1,,,0
7778865,0,0,2,0,0,1,,,0
7778864,0,0,1,0,0,1,,,0
7778863,1,0,0,0,0,1,,,0
7778862,0,0,2,0,0,1,,,0
7778861,0,0,0,0,0,1,,,0
7778860,0,0,1,0,0,1,,,0
7778859,0,0,1,0,0,1,,,0
7778858,0,0,1,0,0,1,,,0
7778857,0,0,2,0,0,1,,,0
7778856,0,0,1,0,0,1,,,0
7778855,0,0,1,0,0,1,,,0
7778854,0,0,2,0,0,1,,,0
7778853,0,0,0,0,0,1,,,0
7778852,0,0,1,0,0,1,,,0
7778851,0,0,1,0,0,1,,,0
7778850,0,0,3,0,0,1,,,0
7778849,0,0,0,0,0,1,,,0
7778848,0,0,1,0,0,1,,,0
7778847,0,0,0,0,0,1,,,0
7778846,0,0,0,0,0,1,,,0
7778844,0,0,4,0,0,1,,,0
7778843,0,0,2,0,0,1,,,0
7778842,0,0,2,0,0,1,,,0
7778841,0,0,1,0,0,1,,,0
7778840,0,0,3,0,0,1,,,0
7778837,0,0,0,0,0,1,,,0
7778836,0,0,0,0,0,1,,,0
7778834,0,0,0,0,0,1,,,0
7778833,0,0,0,0,0,1,,,0
7778832,0,0,4,0,0,1,,,0
7778831,0,0,4,0,0,1,,,0
7778830,0,0,0,0,0,1,,,0
7778828,0,0,1,0,0,1,,,0
7778829,0,0,0,0,0,1,,,0
7778826,0,0,0,0,0,1,,,0
7778827,0,0,0,0,0,1,,,0
7778824,0,0,0,0,0,1,,,0
7778825,0,0,0,0,0,1,,,0
7778823,0,0,5,0,0,1,,,0
7778822,0,0,0,0,0,1,,,0
7778821,0,0,0,0,0,1,,,0
7778819,0,0,0,0,0,1,,,0
7778817,0,0,2,0,0,1,,,0
7778816,0,0,1,0,0,1,,,0
7778815,0,0,0,0,0,1,,,0
7778814,0,0,1,0,0,1,,,0
7778813,0,0,0,0,0,1,,,0
7778812,0,0,1,0,0,1,,,0
7778811,0,0,0,0,0,1,,,0
7778809,0,0,2,0,0,1,,,0
7778810,0,0,0,0,0,1,,,0
7778808,0,0,0,0,0,1,,,0
7778806,0,0,1,0,0,1,,,0
7778807,0,0,1,0,0,1,,,0
7778805,1,0,1,0,0,1,,,0
7778804,0,0,2,0,0,1,,,0
7778803,0,0,0,0,0,1,,,0
7778802,1,0,1,0,0,1,,,0
7778801,0,0,1,0,0,1,,,0
7778798,0,0,0,0,0,1,,,0
7778799,0,0,0,0,0,1,,,0
7778797,0,0,0,0,0,1,,,0
7778796,0,0,0,0,0,1,,,0
7778795,0,0,0,0,0,1,,,0
7778794,0,0,2,0,0,1,,,0
7778793,0,0,0,0,0,1,,,0
7778792,0,0,1,0,0,1,,,0
7778791,0,0,0,0,0,1,,,0
7778790,0,0,0,0,0,1,,,0
7778789,0,0,20,0,0,1,,,0
7778787,0,0,0,0,0,1,,,0
7778788,0,0,1,0,0,1,,,0
7778786,0,0,1,0,0,1,,,0
7778785,0,0,3,0,0,1,,,0
7778784,0,0,1,0,0,1,,,0
7778783,0,0,5,0,0,1,,,0
7778781,0,0,2,0,0,1,,,0
7778782,0,0,1,0,0,1,,,0
7778780,0,0,0,0,0,1,,,0
7778779,0,0,0,0,0,1,,,0
7778778,0,0,2,0,0,1,,,0
7778776,0,0,1,0,0,1,,,0
7778777,0,4,1,187,5,3,33,19,50
7778775,0,0,2,0,0,1,,,0
7778774,0,0,1,0,0,1,,,0
7778773,1,0,2,0,0,1,,,0
7778772,0,0,1,0,0,1,,,0
7778771,0,0,0,0,0,1,,,0
7778770,0,0,11,0,0,1,,,0
7778768,0,0,3,0,0,1,,,0
7778766,0,0,2,0,0,1,,,0
7778765,0,0,2,0,0,1,,,0
7778763,0,0,6,0,0,1,,,0
7778764,0,0,0,0,0,1,,,0
7778761,0,0,1,0,0,1,,,0
7778762,1,0,1,0,0,1,,,0
7778759,0,0,0,0,0,1,,,0
7778760,0,0,4,0,0,1,,,0
7778757,0,0,4,0,0,1,,,0
7778758,0,0,1,0,0,1,,,0
7778756,0,0,0,0,0,1,,,0
7778755,0,0,2,0,0,1,,,0
7778753,0,0,1,0,0,1,,,0
7778752,0,0,1,0,0,1,,,0
7778751,0,0,1,0,0,1,,,0
7778750,0,0,0,0,0,1,,,0
7778749,0,0,1,0,0,1,,,0
7778748,0,0,0,0,0,1,,,0
7778747,0,0,0,0,0,1,,,0
7778745,0,0,2,0,0,1,,,0
7778746,0,0,0,0,0,1,,,0
7778743,0,0,0,0,0,1,,,0
7778744,0,0,0,0,0,1,,,0
7778742,0,0,1,0,0,1,,,0
7778741,0,0,3,0,0,1,,,0
7778738,0,0,1,0,0,1,,,0
7778739,0,0,0,0,0,1,,,0
7778740,0,0,0,0,0,1,,,0
7778735,0,0,0,0,0,1,,,0
7778736,0,0,1,0,0,1,,,0
7778737,0,0,0,0,0,1,,,0
7778734,1,0,0,0,0,1,,,0
7778733,1,0,4,0,0,1,,,0
7778732,0,0,3,0,0,1,,,0
7778731,0,0,1,0,0,1,,,0
7778730,0,0,0,0,0,1,,,0
7778729,0,0,0,0,0,1,,,0
7778727,0,0,0,0,0,1,,,0
7778725,0,0,0,0,0,1,,,0
7778723,0,0,0,0,0,1,,,0
7778721,0,0,0,0,0,1,,,0
7778722,0,0,2,0,0,1,,,0
7778719,0,0,1,0,0,1,,,0
7778720,0,0,2,0,0,1,,,0
7778717,0,0,2,0,0,1,,,0
7778716,0,0,1,0,0,1,,,0
7778713,1,0,0,0,0,1,,,0
7778714,1,0,0,0,0,1,,,0
7778715,1,0,3,0,0,1,,,0
7778711,0,0,1,0,0,1,,,0
7778712,0,0,0,0,0,1,,,0
7778709,0,0,0,0,0,1,,,0
7778710,0,0,3,0,0,1,,,0
7778708,0,0,2,0,0,1,,,0
7778707,0,0,2,0,0,1,,,0
7778706,0,0,2,0,0,1,,,0
7778705,0,0,2,0,0,1,,,0
7778704,0,0,0,0,0,1,,,0
7778703,0,0,1,0,0,1,,,0
7778702,0,0,2,0,0,1,,,0
7778701,0,0,2,0,0,1,,,0
7778700,0,0,2,0,0,1,,,0
7778699,0,0,0,0,0,1,,,0
7778698,1,0,1,0,0,1,,,0
7778697,0,0,0,0,0,1,,,0
7778695,0,0,0,0,0,1,,,0
7778694,0,0,2,0,0,1,,,0
7778693,0,0,0,0,0,1,,,0
7778692,0,0,3,0,0,1,,,0
7778691,0,0,0,0,0,1,,,0
7778689,1,0,0,0,0,1,,,0
7778687,0,0,1,0,5,1,,,0
